oldPhenotypeId,newPhenotypeId,phenotypeId,phenotypeName,referentConceptId,clinicalDescription,literatureReview,phenotypeNotes,deprecate
435785000,4190307000,435785000,Meningitis,435785,"Overview: [Deprecate in favor of Inflammation of Central Nervous System 4190307000] Meningitis is inflammation of the meninges, manifest by cerebrospinal fluid (CSF) pleocytosis. Classified in Aseptic vs bacterial meningitis based on detection of bacteria in CSF. Aseptic meningitis, is meningeal inflammation with negative cultures for routine bacterial pathogens in a patient who did not receive antibiotics before lumbar puncture, and is thought to be due to either infectious (viral, usually enteroviruses) and noninfectious causes. The terms aseptic meningitis and viral meningitis are used synonymously because virus is the most common cause of aseptic meningits. Other infectious etiology for aseptic meningitis may include enterovirus, mycobacteria, fungi etc. Non infectious causes of aseptic meningitis includes medicines or malignancies. Bacterial meningitis has a more severe, acute presentation with significantly more morbidity compared to aseptic meningitis - and is commonly associated with  bacterial infections such as sinusitis or otitis, pneumonia, and endocarditis. Presentation: Fever, headache, altered mental status, stiff neck/nuchal rigidity, photophobia. Unlike patients with encephalitis, cerebral function is usually normal and this is an important distinguishing feature. Meningitis may make patient appear lethargic or distracted secondary to severe headache. In meningitis, unlike encephalitis, there is no altered mental status, motor or sensory deficits, altered behavior and personality changes, speech or movement disorders. Seizures and postictal states may be seen with meningitis and this does not imply encephalitis. Assessment: Lumbar puncture (opening pressure, cell differential and count less than 250/microliter, modest elevation in CSF protein, normal CSF glucose, bacterial cultures including syphillis and Lyme, viral (HIV, Varicella, mumps, West Nile, enteroviruses) and fungal studies). If no cause found, consider drug induced meningitis (NSAIDs, IVIG, Bactrim) or malignancy - diagnosis of exclusion. Plan: Supportive care, if patient requires admission often given acyclovir until ruled out of herpesvirus etiology. Antibiotics for bacterial meningitis and some viral meningitis patients with risk factors. Prognosis: viral meningitis most commonly the disease is self-limited even without specific therapy.",,,Y
436073000,436073000,436073000,Psychotic disorder,436073,"Overview: (Psychosis). Severe mental disorders that cause abnormal thinking and perceptions. People with psychoses lose touch with reality. Psychosis may occur as a result of a psychiatric illness like schizophrenia. In other instances, it may be caused by a health condition, medications, or drug use. Presentation: Delusions, hallucinations, talking incoherently, and agitation. Confusion, disorientation, memory loss (behavioral, cognitive, mood, psychological manifestations. Assessment: Based on observing patients’ actions. Plan: Antipsychotics, cognitive behavioral therapy, and fmaily therapy. Treatment depends on the cause of the psychosis. Prognosis: Many people who have been diagnosed with a psychotic disorder tend to lead productive lives and function normally with proper treatment. Prognosis: varies from person to person.",,,
436081000,436081000,436081000,Immunosecretory disorder,436081,"Overview: To do. The immunosecretory disorders are a diverse group of diseases associated with proliferation of an abnormal clone of immunoglobulin (Ig)-synthesizing, terminally differentiated B cells. These disorders include multiple myeloma (MM) and its variants, plasmacytoma, Waldenstrom macroglobulinemia, monoclonal gammopathy of undetermined significance, and monoclonal Ig deposition diseases, the latter including primary amyloidosis and nonamyloidotic types. These disorders are histologically composed of plasma cells, or plasmacytoid cells which produce Ig that is synthesized and usually secreted and can be deposited in some diseases. The Ig can be complete or can be composed of either heavy or light chains and is termed M-(monoclonal) protein.",,To Do,
436096000,4094294000,436096000,Chronic pain,436096,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] Pain that is ongoing and usually lasts longer than six months, persistent pain signals in the nervous system. Chronic pain linked to headaches, arthritis, cancer, nerve pain, back pain, and fibromyalgia pain, past injuries Presentation: tense muscles, limited ability to move around, a lack of energy, appetite changes. Emotional effects of chronic pain include depression, anger, anxiety, sleep distrubance Assessment: self-diagnosable - dull ache, throbbing, stiffness, throbbing; no labs or images (except for acute injury leading to acute pain) Plan: Pain specialist when needed - medicine, physical therapy, acupuncture, local electrical stimulation, relaxation therapiesPrognosis: Very common, can be helped if the cause of pain is understood, chronic pain can persist for years",,,Y
436100000,436100000,436100000,Narcolepsy,436100,"Overview: Narcolepsy is a clinical syndrome of daytime sleepiness with cataplexy (type 1 narcolepsy has cataplexy, type 2 does not), hypnagogic hallucinations, and sleep paralysis. It is one of the most common causes of disabling daytime sleepiness after obstructive sleep apnea. Cataplexy is emotionally-triggered transient muscle weakness - such as laughter or excitement. Presentation: Associated after vaccination with the H1N1 vaccination in Sweden (Pandemrix) within 2 weeks of vaccination in 2010-2011. Assessment: Sleep studies (polysymnographic testing including the Multiple Sleep Latency Test), CSF evaluation for neuropeptide hypocretin-1 (orexin A) (hyposecretion of this neuropeptide is a diagnostic biomarker for narcolepsy). Plan: Treat reversible causes (sleep apnea, infections), withdraw or do not continue to expose to provoking agent, personal safety including driving safety. Stimulants for daytime sleepiness, REM sleep suppressing drugs for cataplexy. Prognosis: Treatments unfortunately fail to help patients with narcolepsy feel fully alert. Psychosocial support. Weight management. Sleep specialist consult. 2-4 fold increased risk for motor vehicle accdent compared to non-narcoleptics.",,,
436235000,4094294000,436235000,Hyposmia,4307095,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] Hyposmia or microsmia, is a reduced ability to smell and to detect odors. hyposmia, is one of the non-motor symptoms of Parkinson’s disease. Anosmia is no odors can be detected. COVID-19 has presented sudden hyposmia as a most prominent disease manifestation. Presentation: Self-report of sense of smell changes Assessment: Physical exam, history, scratch-and-sniff tests, endoscopy Plan: Medication, surgery, determine underlying cause Prognosis: Hyposmia that is due to a seasonal allergy or a cold usually improves without treatment. If a person loses their sense of smell after a head injury or a significant inflammatory injury to the olfactory system, a complete recovery may not be possible. Many lose sense of smell with age.",,,Y
436642000,4137275000,436642000,Behcet's syndrome,436642,"Overview: [Deprecated in favor of 4137275000 Vasculitis] Rare, mostly sporadic with occassional familial clustering, chronic, multisystem, inflammatory disease causing inflammation in blood vessels is characterized by recurrent usally painful oral aphthae with any of several systemic manifestations including genital aphthae, ocular disease, skin lesions, gastrointestinal involvement, neurologic disease, vascular disease, or arthritis. Cause is unknown (vasculitides due to autoimmune disorder?). Behçet syndrome is remarkable for its ability to involve blood vessels of all sizes (small, medium, and large) on both the arterial and venous sides of the circulation - with small vessels being most common. Presentation: Painful, recurrent oral ulcers are the most common manifestation, but genital ulcers, ocular disease, skin lesions, joint pain, and other manifestations may also occur. More severe in men, disease is somewhat reduced during pregnancy. Maybe initially described as aphthous ulcer (canker sores) because of similarity - but Bechets is more extensive and multiple. Assessment: No universally recognized diagnostic test. Differential diagnoses for symptoms. Mouth sores that have recurred at least three times in 12 months are generally necessary for a diagnosis of Behcets disease. Plan: There are limited approved therapies available to treat Behcets Disease. Symptom management involves anti-inflammatory and immunosuppressive agents. Multidisciplinary approach due to involvement of various organ systems. Prognosis: Chronic: can last for years or be lifelong. No cure.",,,Y
436665000,436665000,436665000,Bipolar disorder,436665,"Overview: Formerly called manic-depressive illness, includes episodes of depression alternate with episodes of mania or a less severe form of mania called hypomania. Mania is characterized by excessive physical activity and feelings of elation that are greatly out of proportion to the situation. Classified into Bipolar I disorder and Bipolar II disorder. Presentation: Have one or more periods of excessive sadness and loss of interest in life and one or more periods of elation, extreme energy, and often irritability, with periods of relatively normal mood in between. Assessment: Pattern of symptoms. Rule-out other disorders. Plan: Drugs that stabilize mood, such as lithium and certain antiseizure drugs, antipsychotics, antidepressants, psychotherapyPrognosis: No cure for bipolar disorder, it is a highly treatable disease.  Can worsen with age or over time if this condition is left untreated.",,,
436676000,436676000,436676000,Posttraumatic stress disorder,436676,"Overview: A mental health condition in which a person has difficulty recovering after experiencing or witnessing a terrifying event. Four types: intrusive memories, avoidance, negative changes in thinking and mood, and changes in physical and emotional reactions.Acute Stress Disorder is the term used when symptoms develop within the first month after a traumatic event. The term PTSD with delayed onset (or delayed expression) is used when symptoms surface six months or more after the traumatic event. Presentation: Symptoms vary over time from person to person. Exposure to an event (usually with threat of death, violence, serious injury). Flashbacks, nightmares, severe anxiety, uncontrollable thoughts about the event. PTSD = if the symptoms get worse, last for months or even years, and interfere with day-to-day functioning. Assessment: Psychological evaluation, criteria in the Diagnostic and Statistical Manual of Mental Disorders (DSM-5)Plan: Psychotherapy and medication (anitdepressants, anti-anxiety, Prazosin to control nightmares during sleep)Prognosis: Untreated PTSD can be long-lasting. Symptoms may come and go over many years.",,,
436962000,4094294000,436962000,Insomnia,436962,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] Insomnia is a common sleep disorder in which a person has trouble falling and/or staying asleep. Insomnia can be acute or chronic in nature. Presentation: Having trouble getting to sleep or staying asleep more than 3 nights a week for 3 months is considered chronic, compromised daytime function, fatigue/malaise, behavior problems (hyperactivity, impulsivity, aggression)Assessment: Self-reported based on sleep history, sleep diary, behavioral or adjustment issues presentPlan: Insomnia may be addressed with cognitive behavioral therapy (CBT) prior to medications which can be used in conjunction with CBT such as benzodiazepine receptor agonists (BZRAs, including benzodiazepines and nonbenzodiazepine BZRAs, or ""z drugs""), sedating antidepressants, melatonin agonists, orexin receptor antagonists, and antipsychotics. Prognosis: Insomnia can be resolved to healthy sleep patterns if success is achieved with medication and/or CBT",,,Y
437082000,73553000,437082000,Ankylosing spondylitis,437082,"Overview: [Deprecated in favor of arthropathy, ] Ankylosing spondylitis is a type of seronegative spondyloarthritis (arthritis - inflammation of joint, spondylo - central bones i.e. vertebra). It is called seronegative because it is negative for Rheumatoid Factor (i.e. rheumatoid arthritis). Seronegative spondyloarthritis also includes manifestations of psoriatic arthritis, reactive arthritis, IBD associated arthritis.Initial presentation: Gradually worsening chronic back pain in sacroiliac and apophyseal joints of spine, that are most commonly reported at night <40 y/o, that improves with hot water/exercise/NSAIDS, but not relieved by rest. Assessment: There is no diagnostic test. Diagnosis is based on clinical judgment and elimination of other causes of spondyloarthritis. Best made by Rheumatologist. Commonly patients are confirmed to be negative for Rheumatoid factor and other autoantibodies. They are also tested for HLA-B27 because of a strong association. Plan: Symptom control: Physical therapy, NSAIDS, intraarticular corticosteroids, DMARDS. Slowing disease progression: anti-TNFs - adalimumab or infliximab; anti-IL17A (secukinumab, ixekizumab); Curative treatment: does not exist. Prognosis: This is a considered a life-long progressive debilitating illness, that may be slowed with certain treatments.",,,Y
437222000,437222000,437222000,Respiratory syncytial virus infection,437222,"Overview: RSV, is a common respiratory virus that usually causes mild, cold-like symptoms. Most people recover in a week or two, but RSV can be serious, especially for infants and older adults. Severe RSV disease is #1 reason infants under 1 year of age are hospitalized in the USPresentation: Runny nose, decrease in appetite, coughing, sneezing, fever, and wheezing. Show symptoms within 4 to 6 days after getting infected. Assessment: Mild RSV symptoms are similar to the common cold, testing usually isn't required for diagnosis. However, there are some lab tests to confirm diagnosis, the most common is a mouth swab or a blood test to check white blood cell counts and look for viruses. In severe RSV cases that require hospitalization, additional testing may be needed. Imaging tests, such as a chest X-ray or CT scan can check for lung complications. Blood and urine cultures may be necessary when infants are very sick, as RSV-related bronchiolitis can occur with a urinary tract infection in newborns. Plan: No specific treatment for RSV infection, though researchers are working to develop vaccines and antivirals. Manage fever and pain with OTC fever reducers and pain relievers, such as acetaminophen or ibuprofen. There are currently only two drugs approved - Palivizumab is a monoclonal antibody for the prevention of RSV in high-risk children and ribavirin is approved for treatment of severe RSV disease. Prognosis: Most RSV infections go away on their own in a week or two. But some people with RSV infection, especially infants younger than 6 months of age and older adults, may need to be hospitalized if they are having trouble breathing or are dehydrated. In most of these cases, hospitalization only lasts a few days.",,,
437233000,436081000,437233000,Multiple myeloma,437233,"Overview: [Deprecated in favor of Immunosecretory disorder 436081000] A cancer that forms in a type of white blood cell called a plasma cell. Causes cancer cells to accumulate in the bone marrow, where they crowd out healthy blood cells and produce abnormal proteins. Three stages are I - III. There are alos other plasma cell disorders (Monoclonal gammopathy of uncertain significance (MGUS), smoldering multiple myeloma, Solitary plasmacytoma, and light chain amyloidosis)Presentation: Can have no symptoms (smoldering multiple myeloma). Bone pain, nausea, constipation, loss of appetite, confusion, fatigue, frequent infections, weight loss, weakness, and excessive thirst Assessment: Thrombocytopenia, and leukopenia and anemia. Blood tests may reveal M proteins and beta-2-microglobulin (produced by myeloma cells), urine tests (Bence Jones proteins), bone marrow aspiration and biopsy (FISH - fluorescence in situ hybridization), imaging tests Plan: Stabilize and slow the progress of multiple myeloma. If no signs, no treatement. If signs and progression - targeted therapy, biological, chemotherapy, radiation, corticosteroids, bone marrow transplant Prognosis: No cure, but can be managed successfully in many patients for years",,,Y
437312000,4094294000,437312000,Bleeding,437312,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] Unexpected/unanticipated loss of blood, commonly above anticipated. Presentation: Blood coming out of a body part that is not physiological. Plan: Monitor and treat hemodynamic instability. Stop the bleeding, by tracing the cause. Bleeding into body cavities (e.g. abdomen is harder to manage. Prognosis: Depends on site and cause. In the presence of coagulpathy and/or hemodynamic instability, may lead to death.",,,Y
437541000,437541000,437541000,Glaucoma,437541,"Overview: A group of eye conditions that damage the optic nerve (connecting the eye to the brain). Most common is open-angle (wide-angle) glaucoma, and angle-closure (narrow-angle) glaucoma is rare. Linked to a buildup of pressure inside the eye. Presentation: Slow vision loss with open-angle, but angle-closure is a medical emergency (eye pain w/ nausea and sudden visual changes - seeing halos around lights, eye redness, eye pain) Assessment: usually later in life, open-angle usually no symptoms but can have loss of vision. eye exam including glaucoma testing = tonometry, ophthalmoscopy, perimetry, gonioscopy, pachymetryPlan: regular eye exams, prescription eye drops to lower eye pressure (prostaglandins, beta blockers, Alpha-adrenergic agonists, carbonic anhydrase inhibitors, Rho kinase inhibitor, and miotic or cholinergic drugs; laser therapy and surgical procedures Prognosis: Can cause permanent vision loss or even total blindness within a few years. Damage caused by glaucoma cannot be reversed.",,,
437663000,4094294000,437663000,Fever,437663,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] Body temperature is regulated by hypothalamus with normal range between 36.5 to 37.5C with rectal temperature slightly higher. Fever is elevation of body temperature above normal variations with temperature above 38.3C accepted to high enough is most cases. It is caused due to change in hypothalamic set point. Hyperthermia may occur without change in hypothalamic set point - so not all hyperthermia is fever e.g. heat stroke is not fever. Presenation: May be accompanied by chills, rigors/shivering because of increased heat production from muscles. Assessment: exclude hyperthermia. Check for infections, toxins. Plan: treat the cause. Symptoms may be managed with antipyretics. Prognosis: most are short lived, with identifiable or suspected etiology. Rarely may be fever of unknown origin.",,"Broad (cohorts of interest - fever of unknown origin, viral fever, fever by age category very young/infants/children/adult, fever with known etiology like pneumonia, sepsis, bacterial infections, low grade vs high grade)",Y
437833000,437833000,437833000,Hypokalemia,437833,"Overview: Potassium deficiency - below 3.5 mmol per liter. < 2.5 mmol/L can be life-threatening and requires urgent medical attention. Many causes - kidney disease, DKA, diuretics, diarrhea, primary aldosteronism, vomiting, multiple syndromes (cushing's, gitelman, liddle, bartter, fanconi)Presentation: Fatigue, muscle cramps, abnormal heart rhythms, heart palpitations, tingling and numbness Assessment: Potassium blood level, history, urinalysis, EKG Plan: Potassium supplements (oral, or may need IV potassium)Prognosis: Depends on the cause (result of another medical condition). Low potassium levels cause abnormal heart rhythms.",,,
438120000,438120000,438120000,Opioid dependence,438120,"Overview: Physical and psychological reliance on opioids. Dependence means feeling withdrawal symptoms when not taking the drug. Addiction is a chronic brain disease that causes a person to compulsively seek out drugs, even though they cause harm. Presentation: craving, sweating, general discontent, chronic constipation, physical substance dependenceAssessment: Inability to control opioid use, self-diagnosable Plan: Medications such as methadone can help alleviate the symptoms of withdrawal and cravings. Pairing medication with inpatient or support programs generally has the most success. Prognosis: Can be managed successfully.",,,
438130000,438130000,438130000,Opioid abuse,438130,"Overview: Opioid use disorder. Misuse of opioids. Opioids, are called narcotics. They include strong prescription pain relievers, such as oxycodone, hydrocodone, fentanyl, and tramadol. The illegal drug heroin is also an opioid. Misuse can include taking too much medicine, taking someone else's medicine, taking it in a different way than you are supposed to, or taking the medicine to get high. Presentation: drowsiness, mental fog, nausea, and constipationAssessment: Self-diagnosable, changes in behaviors that have negative affects Plan: Behavioral health treatment. Medications exist to treat opioid use disorders, including methadone, buprenorphine, and naltrexone. Naloxone is a drug to treat an opioid overdose. Prognosis: Opioid use disorder is highly prevalent and can be fatal. Can be a chronic, relapsing condition.",,,
438409000,438409000,438409000,Attention deficit hyperactivity disorder,438409,"Overview: A chronic condition (brain disorder) including attention difficulty, hyperactivity, and impulsiveness. Often begins in childhood and can persist into adulthood. Types: 1) ADHD, combined type (mot common); 2) ADHD, impulsive/hyperactive; and 3) ADHD, inattentive and distractable type. Presentation: Limited attention and hyperactivity, impulsiveness, fidgeting, poor time management, mood swings, forgetfulness, and disorganization/difficulty prioritizing Assessment: Hard to diagnose ADHD, especially in children; multiple evaluations; no imaging or blood tests Plan: Behavioral interventions, and medication (stimulants and nonstimulants)Prognosis: No known cure for ADHD, but several options can help manage symptoms.",,,
439393000,439393000,439393000,Pre-eclampsia,439393,"Overview: Preeclampsia is a multisystem progressive disorder that is characterized by the new onset of hypertension and proteinuria in pregnant women > 20 weeks of gestation. Usually asymptomaic, but significant end-organ dysfunction, e.g. proteinuria maybe present. Pre-eclampsia commonly occurs in last half of pregnancy and in postpartum period. If the women was hypertensive prior to pregnancy, then it is consider preeclampsia superimposed on  hypertenson. Sign of end organ damage such as protienuria is needed for diagnosis, hypertension in the absence of such an evidence of end organ damage may be considered gestational hypertension. Presentation: is non specific and requires a high degree of suspicion. symptoms may include headache, epigastric pain, oliguria, peripheral edema. Risk of HELLP syndrome. Plan: check blood pressure and signs of end organ damage. Severe preeclampsia is an indication for induced delivery.  The cure for preeclampsia is delivery of the fetus if the disease becomes severe (showing early signs of end organ damage). Monitoring of amniotic fluid index, nonstress testing, fetal biometry to monitor for intrauterin growth restriction. management of blood pressure with antihypertensives such as nifedipine or labetalol. If pre-eclampsia develops severe features, admit and treat with MgSO4 for convulvion prophylaxis.  Prognosis: can progress to eclampsia which may be fatal. Disease is considered progressive during pregnancy and early post partum period. Sequelae of pre-eclampsia can include small for dates baby, preterm birth, HELLP syndrome, seizures, death. Careful monitoring of blood pressure and urine throughout pregnancy allows for early intervention to mitigate risk.",,,
439727000,439727000,439727000,Human immunodeficiency virus infection,439727,"Overview: HIV infections may be caused by one of two retroviruses, HIV-1 or HIV-2. HIV causes AIDS and interferes with the body's ability to fight infections. The virus can be transmitted through contact with infected blood, semen, or vaginal fluids. Presentation: Flu-like symptoms such as fever, sore throat, and fatigue, swollen lymph nodes. Then the disease is usually asymptomatic until it progresses to AIDS. AIDS symptoms include weight loss, fever or night sweats, fatigue, and recurrent infections. Assessment: Signs and symptoms, history. CD4 count, viral count. AIDS is diagnosed when the CD4 count falls below 200 cells per microliter of blood or when extreme wasting or certain serious opportunistic infections or cancers develop. Plan: Prevention and screening. Antiretroviral drugs, prevent opportunistic infections, relieve symptoms Prognosis: Exposure to HIV does not always lead to infection, and some people who have had repeated exposures over many years remain uninfected. No effective HIV vaccine to prevent HIV infection or slow the progression of AIDS in people who are already infected. No cure exists for AIDS, but strict adherence to anti-retroviral therapy (ART) can dramatically slow the disease's progress, prevent secondary infections and complications, and prolong life.",,,
439776000,439776000,439776000,Autism spectrum disorder,439776,"Overview: (ASD) is a complex developmental condition that involves persistent challenges in social interaction, speech and nonverbal communication, and restricted/repetitive behaviors. ASD includes conditions that were previously considered separate — autism, Asperger's syndrome, childhood disintegrative disorder and pervasive developmental disorder. Neurological and developmental disorder beginning early in childhood. Presentation: developmental delays, obsessive traits, body rocking, flapping of hands, unusual reactions, social issues,no eye contact Assessment: symptoms and severity vary, there are many causes. Dx is difficult - no diagnositic tests, observation of social interaction, communication, and behaviors. Criteria in the Diagnostic and Statistical Manual of Mental Disorders Plan: Maximize the child's ability to function by reducing symptoms and supporting development and learning. Behavior programs, antipsychotics, SRIs, stimulants/hyperactivity drugsPrognosis: No cure for ASD, intensive, early treatment can make a big difference in the lives of many children - lasts throughout a person's life.",,,
439777000,439777000,439777000,Anemia,439777,"Overview: Practically defined as low hemoglobin (<14g/dl M, <12g/dl F - but vary by age, race, special situations like atheletes, high altitude) and further characterized by red blood cell indices (MCV, MCH, MCHC, RDW). Presentation: Signs and symptoms are variable, dependent upon degree of anemia and rate at which it evolved + oxygen demands. Can be asymptomatic. Fatigue, hypoxia. Assessment: Evaluate extent of anemia and find the cause (Fe, Vit B12 level, reticulocyte count, bilirubin) - decreased production (chemotherapy, bone marrow disease, nutrition vit b12, drug, alcohol - apalstic anemia, chronic kidney disease with low erythropoetin), increased destruction (most common is extravascular destruction in spleen or liver e.g. G6PD def, hemoglobinopathices like sickle cell, thalassemia, membrane defects like spherocytosis, or infections, hypersplenism, liver disease, OR, intravascular hemolysis - microangiopathic hemolytic anemia, paroxysmal noctural hemoglobinuria, autoimmune hemolytic anemia, snake bites, iv fluids, poisoning, transfusion reactions), increased loss (menstrual bleeding). Plan: Different causes and treatments. Prognosis: Very good Prognosis: and curable in many instances. The overall Prognosis: depends on the underlying cause of anemia, its severity, and the overall health of the patient.",,Cohort definition by type of anemia,
439842000,439842000,439842000,Disorder of acoustic nerve,439842,Overview: Presentation: Assessment: Plan: Prognosis:,,,
440377000,4094294000,440377000,Paralysis,440377,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] Loss of voluntary movement. Can be unilateral or bilateral, localized or generalized. Presentation: Acute or insidious onset of complete loss of voluntary movement. Double vision. Assessment: Brain, spinal cord imaging by MRI or CT scan, history of tick bites, physical exam with hypo or hyperreflexic deep tendon reflexes, restricted range of motion of eye muscles, evaluate for poisoning if history indicates, potassium, glucose, calcium, magnesium, phosphate levels, cbc, blood cultures, ECG, TSH. Lumbar puncture. Plan: Treat underlying cause, if found. In some cases physical therapy helpful. Prognosis: Depends upon cause of paralysis",,Needs revision - non specific,Y
440383000,440383000,440383000,Depressive disorder,440383,"Overview: Although depression may occur as part of bipolar disorder, this depressive disorder commonly refers to unipolar depression. Presentation: Depression is a mood state indicated by feelings of sadness, despair, anxiety, hopelessness, emptiness, discouragement as a syndromic constellation. All depressed individuals have suicide risk and may present with suicidal ideation/attempt. Assessment: Diagnostic criteria DSM-V. In unipolar depression there is no history of mania or hypomania. Plan: cousenlling, anti depressants, supportive servicesPrognosis: may resolve, or worsen to include suicidality",,,
440417000,440417000,440417000,Pulmonary embolism,440417,"Overview: Pulmonary embolus (PE) refers to obstruction/blockade of pulmonary artery or one of its branches by material (eg, thrombus, tumor, air, or fat) that originated elsewhere in the body (embolism). Temporally PE is classified into acute (presenting immediately after obstruction), subacute (within days or weeks following event), chronic (over many years, ie, chronic thromboembolic pulmonary hypertension; CTEPH - uncommon). Unless otherwise specified, the general useage of the term pulmonary embolism implies 'acute' PE. Acute PE is further classified based on hemodynamic stability into unstable/massive/high-risk PE if hemodynamically unstable (hypotension), hemodynamically stable with right ventricular strain submassive/intermediate-risk PE, hemodynamically stable and no evidence of right ventricular strain low-risk PE. It is also classified based on the location of the emboli - saddle PE, main lobar, segmental or subsegmental. Most emboli are thought to originate from lower extremity proximal veins (iliac, femoral, and popliteal). Presentation: Highly variable and may occassionally be asymptomatic and found incidentally (especially chronic variant). Most commonly starts with a combination of chest pain (classically pleuritic in nature), cough, and symptoms of deep venous thrombosis. The symptoms of PE are secondary to pathophysiologic responses like tissue infarction, abnormal gas exchange, cardivascular compromise with sudden shortness of breath and chest pain - to shock and death. Assessment: Hard diagnosis in hemodynamically stable patients - often guided by prior probability based on at-risk (Wells criteria). D-dimer testing and definitive diagnostic imaging (CT pulmonary angiography). V/Q scan is less commonly used. If hemodynamically unstable, definitive diagnostic imaging may not be practical or safe. Plan: If hemodynamically unstable, resusistative efforts (oxygenation, stabilization, ventillatory support, hemodynamic support). Once diagnosis is confirmed, main therapy is anticoagulants (sometimes started prior to diagnosis when pretest probability is high). If the emboli is considered life threatening, then thrombolysis, inferior vena cava filters, or embolectomy surgery. Prognosis: Death may occur, but mortality is reduced with anticoagulation. Adequate long-term management may reduce recurrence of thromboembolism - better prognosis.",,,
440674000,440674000,440674000,Gout,440674,"Overview: Pain and inflammation occur when too much uric acid crystallizes and deposits in the joints. Form of arthritis. Gout occurs when urate crystals accumulate in your joint, causing the inflammation and intense pain of a gout attackPresentation: Sudden, severe attacks of pain, swelling, redness and tenderness in the joints, often the joint at the base of the big toe. Symptoms come and go. Tophi - large, visible bumps made of urate crystals. Assessment: joint fluid test (from the affected joint), blood levels of uric acid and creatinine, xray, ultrasound, sual energy CT scan Plan: NSAIDs, Colchicine, Corticosteroids; xanthine oxidase inhibitors (XOIs) and uricosurics to prevent gout complications Prognosis: Early gout diagnosis, therapy enables most patients to live a normal life. Gout is a highly treatable form of arthritis.",,,
440703000,440703000,440703000,Trigeminal nerve disorder,440703,"Overview: Trigeminal (fifth) nerve, largest of the cranial nerve - supplies sensation to the skin of the face and anterior half of head. Motor component - muscles of mastication and tensor tympani of middle ear hearing. Most commonly disorder is Trigeminal neuralgia (tic douloureux) TN - mainly due to compression of the trigeminal nerve root, demyelination (multiple sclerosis). Trigemenial nerve disorder may also present without pain, e.g. trigeminal neuropathy with sensory loss on the face, with weakness of muscles of masticatio- deviation of jaw on opening. Presentation: TN is characterized by recurrent brief episodes of excruciating unilateral electric shock like pain in the lips, gums, cheek or chin. TN is mosstly clustered among middle-aged and elderly persons are affected, with ~ 60% in women. Assessment: TN is a clinical diagnosis - but detailed investigation using neuroimaging to identify cause. Rule out herpes zoster, post traumatic.  Plan: carbamazepine or oxcarbazepine is first line. Gabapentin for non responders. Lidocaine, phenytoin for rescue therapy. Occassionally surgery (gamma knife radiosurgery, rhizotomy, microvascular decompression). Prognosis: highly variable, may go into months of remission. recurrence is common.",,,
440740000,4137275000,440740000,Takayasu's disease,440740,"Overview: [Deprecate in favor of Vasculitis 4137275000]  is a large vessel vasculitis of aorta and its branches that predominantly affects women. 
Presentation: Like giant cell arteritis, patients most commonly have constitutional symptoms of along with claudication pain in arms, legs - cyanosis, low grade fever, weak pulses, discrepant BP between arms. The symptoms are slow in onset and diagnosis maybe delayed.
Assessment: Diagnosis is based on clinical presentation, with imaging of arteria tree showing smoothly tapered luminal narrowing or occlusion of large blood vessels.
Plan: Systemic glucocorticosteroids, DMARS (methotrexate, azathioprine, leflunomide, mycophenolate), biologics (TNF inhibitors). 
Prognosis: Chronic long-term disease of fluctuating course with apparent exacerbations and remissions in the inflammatory processes. 5-year survival is reported to be between80 to 90%.",,,Y
440925000,440925000,440925000,Suicide,440925,Overview: Intentionally ending one's own lifePrognosis: Death,,,
440940000,440940000,440940000,Methicillin resistant Staphylococcus aureus infection,440940,"Overview: A group of Gram-positive bacteria that are genetically distinct from other strains of Staphylococcus aureus. MRSA is responsible for several difficult-to-treat infections in humans. (MRSA) infection is caused by a type of staph bacteria that's become resistant to many of the antibiotics used to treat ordinary staph infections. Most MRSA infections occur in people who've been in hospitals or other health care settings, such as nursing homes and dialysis centers. When it occurs in these settings, it's known as health care-associated MRSA (HA-MRSA). Presentation: Depends on the part of the body that is infected. Staph skin infection - present with fever, swollen, painful red bumps that are warm to touch, can be full of pus or other drainage - turn into painful abscesses or burrow deep into the body (life-threatening infections)Assessment: Checking a tissue sample or nasal secretions for signs of drug-resistant bacteriaPlan: Antibiotics (IV), if skin boil - incisions and drainage; culturesPrognosis: MRSA infections can resist the effects of many common antibiotics, so they are more difficult to treat. This can allow the infections to spread and sometimes become life-threatening. MRSA is usually spread in the community by contact with infected people or things that are carrying the bacteria. Once the active infection goes away, you can still have MRSA on your skin and in the nose (MRSA carrier).",,,
